((	Q-AB	DQO-AB DBO-AB SST-AB NKT-AB NH4-AB PH-AB COND-AB TERB-AB CL-AB Q-SP1 DQO-SP1 DBO-SP1 SST-SP1 Q-SP3 DQO-SP3 DBO-SP3 SST-SP3 DQO-AT DBO-AT SST-AT NKT-AT NH4-AT NO2-AT NO3-AT PH-AT COND-AT TERB-AT CL-AT DQO-EMIS DBO-EMIS SST-EMIS V30-B LM-B IVF SSVLM-B SST-R CM TRC ESC-B FLOC ASP-AT ASP-FLOC ZOO 4.000000000 021N/THIO 41 MICO FILAM NFILAM ASPID EUPL VORT EPIST OPER CIL-CAR GPROTO-DOMI BIODIV-MIC G-FLAG P-FLAG AMEB AMEBES-TECA ROTIFERS CLASSE	))
((	7019	532	385	306	?	?	8.13	1372	140	?	7019	354	256	96	0	0	6	0	20	6	4.4	?	?	?	?	7.67	1156	3	?	20	6	4.4	940	2.14	439	1.87	5.27	0.28	9.44	2	fangflotant	2	2	2	4	1	1	0	noc	4	1	?	1	2	0	1	pflag	4	0	4	0	0	0	c1	))
((	8959	1000	423	411	?	?	8.03	1143	140	?	8959	375	244	59	0	0	7	0	57	7	8	?	?	?	?	7.78	1222	4	?	57	7	8	950	2.14	444	1.81	4.22	?	4.44	2	fangflotant	2	2	0	0	2	2	3	mico	3	1	0	2	2	0	0	sessils	4	0	1	0	0	1	c1	))
((	9435	750	?	214	?	?	7.42	1202	155	?	9435	329	?	44	0	0	0	0	56	?	9	?	?	?	?	7.8	1187	5.6	?	56	?	9	?	?	?	?	?	?	?	1	fangflotant	2	1	0	1	4	0	0	thio	2	4	0	2	1	0	0	crawling	4	0	0	0	0	1	c1	))
((	8356	860	?	250	?	?	7.76	1331	120	?	8356	534	?	89	0	0	0	0	70	?	13	?	?	?	?	7.85	1180	3	?	70	?	13	?	?	?	?	?	?	?	1	?	2	?	0	0	0	0	0	cap	0	?	0	?	?	?	0	cap	?	0	0	0	0	0	c1	))
((	7474	584	?	193	?	?	7.64	1132	110	?	7474	470	?	56	0	0	0	0	36	?	5	?	?	?	?	7.39	1024	8	?	36	?	5	730	1.48	493	?	3.72	?	12.55	1	?	3	2	1	1	1	0	0	cap	3	1	0	?	1	?	0	cap	4	0	0	1	0	1	c1	))
((	5663	764	354	273	?	?	7.76	1313	140	?	5663	468	252	128	0	0	0	0	75	11	8	?	?	?	?	7.54	1222	5	?	75	11	8	760	1.1	691	0.95	3.63	0.43	68.58	1	?	1	?	2	0	0	0	3	mico	2	?	0	0	0	0	1	amebteca_rotifers	4	1	1	2	0	2	c1	))
((	7989	878	?	362	?	?	7.76	1519	150	?	7891	437	?	109	98	?	?	?	110	?	40	?	?	?	?	7.9	1456	9	?	114	?	40.8	990	1.93	513	1.64	4.58	?	?	2	?	2	?	0	0	0	0	4	mico	1	?	0	?	?	0	0	cap	?	0	0	0	0	0	c1	))
((	10859	794	?	234	?	?	7.7	1350	115	?	10859	388	?	80	0	0	0	0	51	?	10	?	?	?	?	7.42	1285	5	?	51	?	10	?	?	?	?	?	?	?	1	fangflotant_desfloculacio	2	3	2	1	1	3	0	v_41	4	1	0	1	2	1	0	sessils	5	0	0	0	0	1	c1	))
((	11712	676	?	176	?	?	?	?	?	?	9150	340	?	67	2562	303	?	63	64	?	10.4	?	?	?	?	?	?	?	?	134	?	24	?	?	?	?	?	?	?	4	?	0	?	0	4	1	0	0	noc	2	?	?	?	?	?	0	pflag	?	0	4	0	0	0	c17	))
((	10019	695	519	337	63	36	7.93	1307	140	199	4827	359	235	50	5192	0	0	0	60	10	8	29	23	?	?	7.85	1276	5	210	215	127	29.8	700	1.77	395	?	2.99	0.31	6.77	3	?	3	3	0	3	3	0	0	noc_thio	2	2	0	1	1	0	0	crawling	4	0	0	0	0	1	c20	))
